norm_group	norm	count
ϩⲓⲥⲓϣⲉ	ϩⲓ|ⲥⲓϣⲉ	1
ⲛϯⲥⲃⲱ	ⲛ|ϯⲥⲃⲱ	1
ⲙⲛⲥⲟⲟⲩⲛ	ⲙⲛ|ⲥⲟⲟⲩⲛ	1
ⲁⲩⲁϩⲟⲩ	ⲁⲩ|ⲁϩⲟⲩ	1
ⲛⲃⲁⲥⲕⲁⲛⲟⲥ	ⲛ|ⲃⲁⲥⲕⲁⲛⲟⲥ	1
ⲛϫⲟⲟⲩⲥⲉ	ⲛ|ϫⲟⲟⲩⲥⲉ	1
ⲡⲉⲛⲛⲟⲩⲧⲉ	ⲡⲉⲛ|ⲛⲟⲩⲧⲉ	1
ⲁϩⲟⲓⲛⲉ	ⲁ|ϩⲟⲓⲛⲉ	1
ⲛⲁⲧⲥⲱⲧⲙ	ⲛ|ⲁⲧⲥⲱⲧⲙ	1
ϫⲓⲧⲟⲩ	ϫⲓⲧ|ⲟⲩ	1
ⲧⲛⲥⲙⲟⲩ	ⲧⲛ|ⲥⲙⲟⲩ	1
ⲛⲉⲕⲗⲟⲟⲗⲉ	ⲛⲉ|ⲕⲗⲟⲟⲗⲉ	1
ϩⲉⲛϩⲟⲟⲩ	ϩⲉⲛ|ϩⲟⲟⲩ	1
ⲧⲉⲧⲛϭⲱϣⲧ	ⲧⲉⲧⲛ|ϭⲱϣⲧ	1
ⲡⲁⲉⲓⲱⲧ	ⲡⲁ|ⲉⲓⲱⲧ	1
ⲧⲥⲁⲣⲝ	ⲧ|ⲥⲁⲣⲝ	1
ⲡⲁⲛⲟⲩⲧⲉ	ⲡⲁ|ⲛⲟⲩⲧⲉ	1
ⲙⲡⲕⲁϩ	ⲙⲡ|ⲕⲁϩ	1
ⲛⲓⲱⲥⲏⲫ	ⲛ|ⲓⲱⲥⲏⲫ	1
ⲉⲓⲁⲕⲱⲃⲟⲥ	ⲉ|ⲓⲁⲕⲱⲃⲟⲥ	1
ⲥⲟⲛⲧϥ	ⲥⲟⲛⲧ|ϥ	1
ⲛⲃⲟⲏⲑⲟⲥ	ⲛ|ⲃⲟⲏⲑⲟⲥ	1
ⲡⲁⲡⲟⲥⲧⲟⲗⲟⲥ	ⲡ|ⲁⲡⲟⲥⲧⲟⲗⲟⲥ	1
ϩⲛϣⲁϫⲉ	ϩⲛ|ϣⲁϫⲉ	1
ⲁϫⲛⲛⲟⲃⲉ	ⲁϫⲛ|ⲛⲟⲃⲉ	1
ⲡⲧⲁϫⲣⲟ	ⲡ|ⲧⲁϫⲣⲟ	1
ⲙⲡⲣϭⲱ	ⲙⲡⲣ|ϭⲱ	1
ⲙⲛⲓⲉⲣⲉⲙⲓⲁⲥ	ⲙⲛ|ⲓⲉⲣⲉⲙⲓⲁⲥ	1
ⲙⲡⲱϩⲥ	ⲙ|ⲡⲱϩⲥ	1
ⲧⲁⲁⲓⲧⲉⲓ	ⲧⲁ|ⲁⲓⲧⲉⲓ	1
ⲉⲕⲣⲓⲛⲉ	ⲉ|ⲕⲣⲓⲛⲉ	1
ⲁϩⲣⲟϥ	ⲁϩⲣⲟ|ϥ	1
ⲕⲉⲛⲟϭ	ⲕⲉ|ⲛⲟϭ	1
ⲧϣⲉⲉⲣⲉ	ⲧ|ϣⲉⲉⲣⲉ	1
ⲁϩⲣⲟⲕ	ⲁϩⲣⲟ|ⲕ	1
ⲕⲉⲟⲩⲁ	ⲕⲉ|ⲟⲩⲁ	1
ⲥϫⲟⲟⲣ	ⲥ|ϫⲟⲟⲣ	1
ϥⲱⲟⲟⲡ	ϥ|ⲱⲟⲟⲡ	1
ⲉⲁⲃⲣⲁϩⲁⲙ	ⲉ|ⲁⲃⲣⲁϩⲁⲙ	1
ⲛⲥⲁⲕⲣⲓⲥⲡⲟⲥ	ⲛⲥⲁ|ⲕⲣⲓⲥⲡⲟⲥ	1
ⲡⲕⲁⲛⲁⲛⲁⲓⲟⲥ	ⲡ|ⲕⲁⲛⲁⲛⲁⲓⲟⲥ	1
ⲡⲉⲕⲗⲏⲣⲟⲛⲟⲙⲟⲥ	ⲡⲉ|ⲕⲗⲏⲣⲟⲛⲟⲙⲟⲥ	1
ⲙⲙⲏⲛⲉ	ⲙ|ⲙⲏⲛⲉ	1
ⲙⲙⲓⲛⲉ	ⲙ|ⲙⲓⲛⲉ	1
ⲙⲙⲓⲥⲉ	ⲙ|ⲙⲓⲥⲉ	1
ϩⲓⲡⲣⲏϣ	ϩⲓ|ⲡⲣⲏϣ	1
ⲛⲃⲁⲣⲁⲃⲃⲁⲥ	ⲛ|ⲃⲁⲣⲁⲃⲃⲁⲥ	1
ⲛⲇⲉⲃⲃⲱⲣⲁ	ⲛ|ⲇⲉⲃⲃⲱⲣⲁ	1
ⲕϣⲟⲩϣⲟⲩ	ⲕ|ϣⲟⲩϣⲟⲩ	1
ⲙⲙⲟⲟⲩ	ⲙⲙⲟ|ⲟⲩ	1
ⲙⲙⲟⲟⲩ	ⲙ|ⲙⲟⲟⲩ	1
ⲉⲛⲁⲛⲟⲩ	ⲉ|ⲛⲁⲛⲟⲩ	1
ⲙⲙⲁⲁϫⲉ	ⲙ|ⲙⲁⲁϫⲉ	1
ϫⲉϩⲏⲗⲉⲓⲁⲥ	ϫⲉ|ϩⲏⲗⲉⲓⲁⲥ	1
ⲙⲫⲟⲛⲟⲥ	ⲙ|ⲫⲟⲛⲟⲥ	1
ⲙⲙⲱⲧⲛ	ⲙⲙⲱ|ⲧⲛ	1
ϩⲉⲛϯⲧⲱⲛ	ϩⲉⲛ|ϯⲧⲱⲛ	1
ⲉⲣⲉⲣⲭⲣⲉⲓⲁ	ⲉⲣⲉ|ⲣⲭⲣⲉⲓⲁ	1
ⲛⲉⲓϭⲟⲙ	ⲛⲉⲓ|ϭⲟⲙ	1
ⲛⲉⲡⲣⲉⲥⲃⲩⲧⲉⲣⲟⲥ	ⲛⲉ|ⲡⲣⲉⲥⲃⲩⲧⲉⲣⲟⲥ	1
ⲡⲥⲟⲫⲟⲥ	ⲡ|ⲥⲟⲫⲟⲥ	1
ⲉⲧⲣϩⲱⲃ	ⲉⲧ|ⲣϩⲱⲃ	1
ⲙⲡⲓⲣⲁⲥⲙⲟⲥ	ⲙ|ⲡⲓⲣⲁⲥⲙⲟⲥ	1
ⲛⲧⲁⲉⲓⲙⲉ	ⲛⲧⲁ|ⲉⲓⲙⲉ	1
ϩⲛϣⲟⲙⲛⲧ	ϩⲛ|ϣⲟⲙⲛⲧ	1
ⲣϩⲛⲁϥ	ⲣϩⲛⲁ|ϥ	1
ⲙⲛⲙⲁⲑⲁⲓⲟⲥ	ⲙⲛ|ⲙⲁⲑⲁⲓⲟⲥ	1
ⲛⲁϣⲁϫⲉ	ⲛⲁ|ϣⲁϫⲉ	1
ⲧⲉⲧⲛϫⲟⲟⲣ	ⲧⲉⲧⲛ|ϫⲟⲟⲣ	1
ⲧⲉⲧⲛϫⲟⲥⲉ	ⲧⲉⲧⲛ|ϫⲟⲥⲉ	1
ⲙⲙⲛⲧⲣⲙⲣⲁϣ	ⲙ|ⲙⲛⲧⲣⲙⲣⲁϣ	1
ⲉⲓϣⲁⲛϥⲓ	ⲉⲓϣⲁⲛ|ϥⲓ	1
ϩⲛⲕⲟⲣⲓⲛⲑⲟⲥ	ϩⲛ|ⲕⲟⲣⲓⲛⲑⲟⲥ	1
ⲟⲩϩⲗⲗⲟ	ⲟⲩ|ϩⲗⲗⲟ	1
ⲟⲩϩⲁⲧ	ⲟⲩ|ϩⲁⲧ	1
ⲟⲩϩⲙⲥ	ⲟⲩ|ϩⲙⲥ	1
ⲟⲩϩⲱⲃ	ⲟⲩ|ϩⲱⲃ	1
ⲟⲩϩⲟⲩⲟ	ⲟⲩ|ϩⲟⲩⲟ	1
ⲧⲉⲩϭⲟⲙ	ⲧⲉⲩ|ϭⲟⲙ	1
ⲙⲛⲛⲥⲱⲉⲓ	ⲙⲛⲛⲥⲱ|ⲉⲓ	1
ⲙⲛⲛⲥⲱⲟⲩ	ⲙⲛⲛⲥⲱ|ⲟⲩ	1
ⲛⲥϩⲓⲙⲉ	ⲛ|ⲥϩⲓⲙⲉ	1
ϥϭⲏⲡ	ϥ|ϭⲏⲡ	1
ϥⲥϩⲟⲩⲟⲣⲧ	ϥ|ⲥϩⲟⲩⲟⲣⲧ	1
ⲙⲛⲓⲏⲥⲟⲩⲥ	ⲙⲛ|ⲓⲏⲥⲟⲩⲥ	1
ϫⲉⲛⲟⲩϫⲉ	ϫⲉ|ⲛⲟⲩϫⲉ	1
ⲙⲛⲁⲛⲛⲁ	ⲙⲛ|ⲁⲛⲛⲁ	1
ⲟⲩϫⲣⲟⲡ	ⲟⲩ|ϫⲣⲟⲡ	1
ⲛⲁϭⲙϭⲟⲙ	ⲛⲁ|ϭⲙϭⲟⲙ	1
ϫⲉⲛⲕⲟⲧⲕ	ϫⲉ|ⲛⲕⲟⲧⲕ	1
ⲛϣⲉⲗⲉⲉⲧ	ⲛ|ϣⲉⲗⲉⲉⲧ	1
ⲟⲩⲡⲣⲟⲥⲫⲟⲣⲁ	ⲟⲩ|ⲡⲣⲟⲥⲫⲟⲣⲁ	1
ⲟⲩϩⲟⲟⲩⲧ	ⲟⲩ|ϩⲟⲟⲩⲧ	1
ⲙ̅ⲙⲟⲥ	ⲙⲙⲟ|ⲥ	1
ⲟⲩϭⲉⲡⲏ	ⲟⲩ|ϭⲉⲡⲏ	1
ⲛⲁⲓⲧⲉⲓ	ⲛ|ⲁⲓⲧⲉⲓ	1
ⲙⲡⲏⲩⲉ	ⲙ|ⲡⲏⲩⲉ	1
ⲛϭⲓⲓⲱϩⲁⲛⲛⲏⲥ	ⲛϭⲓ|ⲓⲱϩⲁⲛⲛⲏⲥ	1
ⲥⲉϣⲱⲡ	ⲥⲉ|ϣⲱⲡ	1
ⲕⲁⲧⲁϩⲟⲓ	ⲕⲁⲧⲁ|ϩⲟⲓ	1
ⲧⲁⲧⲥⲃⲱ	ⲧ|ⲁⲧⲥⲃⲱ	1
ⲟⲩⲥⲓⲛⲇⲱⲛ	ⲟⲩ|ⲥⲓⲛⲇⲱⲛ	1
ⲛⲧⲛⲓⲱϩⲁⲛⲛⲏⲥ	ⲛⲧⲛ|ⲓⲱϩⲁⲛⲛⲏⲥ	1
ⲙⲙⲁⲗⲁⲕⲟⲥ	ⲙ|ⲙⲁⲗⲁⲕⲟⲥ	1
ⲙⲡⲟⲟⲩ	ⲙ|ⲡⲟⲟⲩ	1
ϭⲁⲗⲱⲟⲩ	ϭⲁⲗⲱ|ⲟⲩ	1
ⲛⲧⲩⲣⲟⲥ	ⲛ|ⲧⲩⲣⲟⲥ	1
ⲟⲩϭⲱⲗⲡ	ⲟⲩ|ϭⲱⲗⲡ	1
ϥⲙⲟⲩⲧⲉ	ϥ|ⲙⲟⲩⲧⲉ	1
ⲡⲙⲉϩⲥⲛⲁⲩ	ⲡ|ⲙⲉϩⲥⲛⲁⲩ	1
ⲛⲕⲁⲉⲩⲱ	ⲛ|ⲕⲁⲉⲩⲱ	1
ⲧⲛⲥⲟⲟⲩⲛ	ⲧⲛ|ⲥⲟⲟⲩⲛ	1
ⲛⲉϣⲁⲩ	ⲛ|ⲉϣⲁⲩ	1
ⲛⲕⲁⲕⲓⲁ	ⲛ|ⲕⲁⲕⲓⲁ	1
ⲛⲛⲁϩⲣⲛ	ⲛ|ⲛⲁϩⲣⲛ	1
ϩⲉⲛⲡⲟⲗⲓⲥ	ϩⲉⲛ|ⲡⲟⲗⲓⲥ	1
ⲛⲁϣⲃⲉⲉⲣ	ⲛⲁ|ϣⲃⲉⲉⲣ	1
ⲉⲣⲡⲉⲓⲑⲉⲓ	ⲉ|ⲣⲡⲉⲓⲑⲉⲓ	1
ϣⲁⲣⲟⲉⲓ	ϣⲁⲣⲟ|ⲉⲓ	1
ⲉⲕϣⲁⲛⲥⲱⲧⲙ	ⲉⲕϣⲁⲛ|ⲥⲱⲧⲙ	1
ⲉϣⲁϫⲉ	ⲉ|ϣⲁϫⲉ	1
ⲉⲛϣⲁⲛⲟⲩⲁ	ⲉⲛϣⲁⲛ|ⲟⲩⲁ	1
ⲙⲙⲩⲥⲧⲏⲣⲓⲟⲛ	ⲙ|ⲙⲩⲥⲧⲏⲣⲓⲟⲛ	1
ϣⲁⲣⲱⲧⲛ	ϣⲁⲣⲱ|ⲧⲛ	1
ⲡϩⲉⲣⲙⲁⲛ	ⲡ|ϩⲉⲣⲙⲁⲛ	1
ⲛⲉⲓⲟⲟⲩⲉ	ⲛ|ⲉⲓⲟⲟⲩⲉ	1
ⲡⲉϥⲥⲧⲁⲩⲣⲟⲥ	ⲡⲉϥ|ⲥⲧⲁⲩⲣⲟⲥ	1
ⲡⲟⲣϫⲥ	ⲡⲟⲣϫ|ⲥ	1
ⲙⲙⲁⲓⲧⲟ	ⲙ|ⲙⲁⲓⲧⲟ	1
ⲛϭⲓⲓⲁⲕⲱⲃ	ⲛϭⲓ|ⲓⲁⲕⲱⲃ	1
ⲉⲧⲉⲓⲛⲉ	ⲉⲧ|ⲉⲓⲛⲉ	1
ⲉⲧⲉⲓⲣⲉ	ⲉⲧ|ⲉⲓⲣⲉ	1
ⲛⲁⲙⲟⲩⲧⲉ	ⲛⲁ|ⲙⲟⲩⲧⲉ	1
ⲉⲧⲉⲛⲁⲓ	ⲉⲧⲉ|ⲛⲁⲓ	1
ⲙⲙⲁⲣⲓⲁ	ⲙ|ⲙⲁⲣⲓⲁ	1
ⲛϣⲃⲛⲛⲉ	ⲛ|ϣⲃⲛⲛⲉ	1
ⲉⲧⲉⲡⲁⲓ	ⲉⲧⲉ|ⲡⲁⲓ	1
ⲙⲡⲣϭⲱⲛⲧ	ⲙⲡⲣ|ϭⲱⲛⲧ	1
ⲡⲡⲁⲛⲧⲟⲕⲣⲁⲧⲱⲣ	ⲡ|ⲡⲁⲛⲧⲟⲕⲣⲁⲧⲱⲣ	1
ⲛⲁⲙⲉⲡⲉ	ⲛⲁⲙⲉ|ⲡⲉ	1
ⲛⲣⲟⲩϩⲉ	ⲛ|ⲣⲟⲩϩⲉ	1
ⲧⲙⲛⲧϭⲱⲃ	ⲧ|ⲙⲛⲧϭⲱⲃ	1
ⲉⲧⲃⲏⲏⲧⲟⲩ	ⲉⲧⲃⲏⲏⲧ|ⲟⲩ	1
ⲉⲛϣⲁⲛϣⲁϫⲉ	ⲉⲛϣⲁⲛ|ϣⲁϫⲉ	1
ⲧϩⲙϩⲁⲗ	ⲧ|ϩⲙϩⲁⲗ	1
ⲙⲙⲏⲏϣⲉ	ⲙ|ⲙⲏⲏϣⲉ	1
ⲡⲉⲩⲟⲉⲓϣ	ⲡⲉ|ⲩⲟⲉⲓϣ	1
ⲛⲧⲟⲟⲧϥ	ⲛⲧⲟⲟⲧ|ϥ	1
ⲉⲛϣⲁⲛϣⲱϥⲧ	ⲉⲛϣⲁⲛ|ϣⲱϥⲧ	1
ⲛⲉϫⲧⲟⲉⲓⲥ	ⲛⲉϫ|ⲧⲟⲉⲓⲥ	1
ⲛⲧⲟⲟⲧⲥ	ⲛⲧⲟⲟⲧ|ⲥ	1
ⲡϣⲓⲡⲉ	ⲡ|ϣⲓⲡⲉ	1
ϩⲓⲡⲟⲛⲏⲣⲓⲁ	ϩⲓ|ⲡⲟⲛⲏⲣⲓⲁ	1
ⲙⲛⲡⲟⲣⲛⲟⲥ	ⲙⲛ|ⲡⲟⲣⲛⲟⲥ	1
ⲛⲉⲩⲉⲣⲏⲩ	ⲛⲉⲩ|ⲉⲣⲏⲩ	1
ⲡϣⲟⲣⲡ	ⲡ|ϣⲟⲣⲡ	1
ⲟⲩⲥⲟⲫⲓⲁ	ⲟⲩ|ⲥⲟⲫⲓⲁ	1
ϫⲉϩⲟⲧⲁⲛ	ϫⲉ|ϩⲟⲧⲁⲛ	1
ⲣⲁϩⲧϥ	ⲣⲁϩⲧ|ϥ	1
ⲥⲉⲙⲟⲩⲧⲉ	ⲥⲉ|ⲙⲟⲩⲧⲉ	1
ⲧⲉⲩⲙⲛⲧⲙⲛⲧⲣⲉ	ⲧⲉⲩ|ⲙⲛⲧⲙⲛⲧⲣⲉ	1
ⲛⲣⲙⲙⲁⲟ	ⲛ|ⲣⲙⲙⲁⲟ	1
ⲛϩⲏ[..]ⲉ	ⲛ|ϩⲏ[..]ⲉ	1
ϩⲓⲙⲛⲧⲥⲧⲙⲏⲧ	ϩⲓ|ⲙⲛⲧⲥⲧⲙⲏⲧ	1
ⲧⲱⲟⲩⲛⲉ	ⲧⲱⲟⲩⲛ|ⲉ	1
ⲕⲁⲥⲡⲉⲣⲙⲁ	ⲕⲁ|ⲥⲡⲉⲣⲙⲁ	1
ⲉϣϫⲉⲉϩⲉ	ⲉϣϫⲉ|ⲉϩⲉ	1
ⲁϫⲛⲏⲣⲡ	ⲁϫⲛ|ⲏⲣⲡ	1
ⲉⲅⲉⲛⲛⲏⲥⲁⲣⲉⲧ	ⲉ|ⲅⲉⲛⲛⲏⲥⲁⲣⲉⲧ	1
ⲙⲛⲅⲁⲓⲟⲥ	ⲙⲛ|ⲅⲁⲓⲟⲥ	1
ⲛⲥⲁϩⲟⲩ	ⲛ|ⲥⲁϩⲟⲩ	1
ⲉϫⲛϩⲁϩ	ⲉϫⲛ|ϩⲁϩ	1
ⲧⲡⲁⲣⲑⲉⲛⲟⲥ	ⲧ|ⲡⲁⲣⲑⲉⲛⲟⲥ	1
ⲉⲩϣⲁⲛⲡⲱⲛⲅ	ⲉⲩϣⲁⲛ|ⲡⲱⲛⲅ	1
ⲙⲙⲉⲣⲓⲧ	ⲙ|ⲙⲉⲣⲓⲧ	1
ⲟⲩⲙⲛⲧⲁⲑⲏⲧ	ⲟⲩ|ⲙⲛⲧⲁⲑⲏⲧ	1
ⲛⲁϩⲱⲧⲡ	ⲛⲁ|ϩⲱⲧⲡ	1
ⲟⲩⲛⲧⲁⲛ	ⲟⲩⲛⲧⲁ|ⲛ	1
ⲟⲩⲛⲧⲁⲩ	ⲟⲩⲛⲧⲁ|ⲩ	1
ⲡⲉⲛⲥⲱⲧⲏⲣ	ⲡⲉⲛ|ⲥⲱⲧⲏⲣ	1
ⲧⲁⲁⲑⲉⲧⲉⲓ	ⲧⲁ|ⲁⲑⲉⲧⲉⲓ	1
ⲧⲉⲧⲛⲥⲏⲩ	ⲧⲉⲧⲛ|ⲥⲏⲩ	1
ⲛⲇⲩⲛⲁⲧⲟⲥ	ⲛ|ⲇⲩⲛⲁⲧⲟⲥ	1
ϫⲉϭⲱϣⲧ	ϫⲉ|ϭⲱϣⲧ	1
ⲡϩⲏⲃⲥ	ⲡ|ϩⲏⲃⲥ	1
ϥⲟⲩⲉϩⲥⲁϩⲛⲉ	ϥ|ⲟⲩⲉϩⲥⲁϩⲛⲉ	1
ⲉϣⲓⲏⲧ	ⲉ|ϣⲓⲏⲧ	1
ⲡϩⲗⲗⲟ	ⲡ|ϩⲗⲗⲟ	1
ⲉϣⲗⲏⲗ	ⲉ|ϣⲗⲏⲗ	1
ⲧⲉϥϣⲧⲏⲛ	ⲧⲉϥ|ϣⲧⲏⲛ	1
ⲁϩⲣⲟⲟⲩ	ⲁϩⲣⲟ|ⲟⲩ	1
ⲙⲁⲩⲁⲁⲧⲉ	ⲙⲁⲩⲁⲁⲧ|ⲉ	1
ⲡⲉⲓⲥⲟϭⲛ	ⲡⲉⲓ|ⲥⲟϭⲛ	1
ⲡⲁⲥⲛⲟϥ	ⲡⲁ|ⲥⲛⲟϥ	1
ⲉⲓⲥⲙⲛⲧⲥⲛⲟⲟⲩⲥ	ⲉⲓⲥ|ⲙⲛⲧⲥⲛⲟⲟⲩⲥ	1
ⲛⲉⲧⲛϩⲃⲏⲩⲉ	ⲛⲉⲧⲛ|ϩⲃⲏⲩⲉ	1
ϩⲓϫⲛϩⲁϩ	ϩⲓϫⲛ|ϩⲁϩ	1
ⲉϣⲱⲡⲉ	ⲉ|ϣⲱⲡⲉ	1
ⲛⲣⲟⲉⲓⲥ	ⲛ|ⲣⲟⲉⲓⲥ	1
ⲛⲁⲣⲭⲱⲛ	ⲛ|ⲁⲣⲭⲱⲛ	1
ⲟⲩⲁϩⲧⲏⲩⲧⲛ	ⲟⲩⲁϩ|ⲧⲏⲩⲧⲛ	1
ⲡⲁⲥⲱⲙⲁ	ⲡⲁ|ⲥⲱⲙⲁ	1
ϫⲉⲡⲣⲟⲫⲏⲧⲉⲩⲉ	ϫⲉ|ⲡⲣⲟⲫⲏⲧⲉⲩⲉ	1
ⲙⲡⲉⲗⲁⲁⲩ	ⲙⲡⲉ|ⲗⲁⲁⲩ	1
ϫⲉⲓⲱϩⲁⲛⲛⲏⲥ	ϫⲉ|ⲓⲱϩⲁⲛⲛⲏⲥ	1
ⲛⲁⲃⲣⲁϩⲁⲙ	ⲛ|ⲁⲃⲣⲁϩⲁⲙ	1
ⲙ.	ⲙ|.	1
ⲉϯ	ⲉ|ϯ	1
ⲛⲧⲁϣⲉⲟⲉⲓϣ	ⲛ|ⲧⲁϣⲉⲟⲉⲓϣ	1
ⲛⲁⲃⲱⲕ	ⲛⲁ|ⲃⲱⲕ	1
ⲡⲟⲩⲟⲉⲓⲛ	ⲡ|ⲟⲩⲟⲉⲓⲛ	1
ⲉⲟ	ⲉ|ⲟ	1
ⲑⲉ	ⲧ|ϩⲉ	1
ϣⲁⲁⲡⲁ	ϣⲁ|ⲁⲡⲁ	1
ⲛⲁⲕⲱⲧ	ⲛⲁ|ⲕⲱⲧ	1
ⲙⲛⲓⲱϩⲁⲛⲏⲥ	ⲙⲛ|ⲓⲱϩⲁⲛⲏⲥ	1
ⲉⲧⲗⲟⲙⲥ	ⲉⲧ|ⲗⲟⲙⲥ	1
ⲉⲛϣⲁⲛϣⲱⲡⲉ	ⲉⲛϣⲁⲛ|ϣⲱⲡⲉ	1
ⲧⲁⲛⲁⲅⲕⲏ	ⲧ|ⲁⲛⲁⲅⲕⲏ	1
ⲛⲁⲱⲛϩ	ⲛⲁ|ⲱⲛϩ	1
ⲛⲁⲧⲑⲁⲃ	ⲛ|ⲁⲧⲑⲁⲃ	1
ϫⲉⲙ[.....]ⲟⲓ	ϫⲉ|ⲙ[.....]ⲟⲓ	1
ⲉⲧⲉⲛⲧⲱⲧⲛ	ⲉⲧⲉ|ⲛⲧⲱⲧⲛ	1
ϫⲉⲥⲟⲩⲧⲛ	ϫⲉ|ⲥⲟⲩⲧⲛ	1
ⲉⲩⲉⲕⲁⲧⲏⲅⲟⲣⲉⲓ	ⲉⲩⲉ|ⲕⲁⲧⲏⲅⲟⲣⲉⲓ	1
ⲉⲩϣⲁⲛⲛⲁⲩ	ⲉⲩϣⲁⲛ|ⲛⲁⲩ	1
ⲧⲛⲛⲟⲟⲩⲧ	ⲧⲛⲛⲟⲟⲩ|ⲧ	1
ⲉⲧⲙⲟⲩϩ	ⲉⲧ|ⲙⲟⲩϩ	1
ⲉⲧⲙⲙⲁⲩ	ⲉⲧ|ⲙⲙⲁⲩ	1
ⲛⲉⲁⲡⲟⲥⲧⲟⲗⲟⲥ	ⲛⲉ|ⲁⲡⲟⲥⲧⲟⲗⲟⲥ	1
ⲧⲁⲓⲟⲥ	ⲧⲁⲓⲟ|ⲥ	1
ⲛⲉⲩⲕⲟⲧⲥ	ⲛⲉⲩ|ⲕⲟⲧⲥ	1
ⲉⲥⲓⲙⲱⲛ	ⲉ|ⲥⲓⲙⲱⲛ	1
ⲉⲧⲉⲁⲛⲟⲕ	ⲉⲧⲉ|ⲁⲛⲟⲕ	1
ⲉϩⲣⲁⲓ	ⲉ|ϩⲣⲁⲓ	1
ⲉⲧⲉⲣⲉⲟⲩⲏϩ	ⲉⲧⲉⲣⲉ|ⲟⲩⲏϩ	1
ⲟⲩⲉⲗⲁⲭⲓⲥⲧⲟⲛ	ⲟⲩ|ⲉⲗⲁⲭⲓⲥⲧⲟⲛ	1
ⲉⲧⲉⲣⲉⲟⲩⲟⲛ	ⲉⲧⲉⲣⲉ|ⲟⲩⲟⲛ	1
ϩⲉⲛⲉⲡⲟⲓⲕⲓⲟⲛ 	ϩⲉⲛ|ⲉⲡⲟⲓⲕⲓⲟⲛ 	1
ⲛⲉϥⲁⲅⲅⲉⲗⲟⲥ	ⲛⲉϥ|ⲁⲅⲅⲉⲗⲟⲥ	1
ⲛⲣⲉϥⲥⲁϩⲟⲩ	ⲛ|ⲣⲉϥⲥⲁϩⲟⲩ	1
ϫⲉⲧⲁⲗⲉⲓⲑⲁ	ϫⲉ|ⲧⲁⲗⲉⲓⲑⲁ	1
ⲛⲣⲉϥⲣⲛⲟⲃⲉ	ⲛ|ⲣⲉϥⲣⲛⲟⲃⲉ	1
ⲧⲉⲟⲩⲱϣ	ⲧⲉ|ⲟⲩⲱϣ	1
ⲛϩⲏⲧⲁⲛⲟⲛ	ⲛϩⲏⲧ|ⲁⲛⲟⲛ	1
ϩⲉⲛⲙⲁⲉⲓⲛ	ϩⲉⲛ|ⲙⲁⲉⲓⲛ	1
ⲉⲣⲁⲧⲥ	ⲉⲣⲁⲧ|ⲥ	1
ⲧⲟⲟⲧⲟⲩ	ⲧⲟⲟⲧ|ⲟⲩ	1
ϥϣⲁϫⲉ	ϥ|ϣⲁϫⲉ	1
ⲛⲧⲉⲡⲓⲗⲁⲧⲟⲥ	ⲛⲧⲉ|ⲡⲓⲗⲁⲧⲟⲥ	1
ϩⲛⲍⲉⲗⲫⲁ	ϩⲛ|ⲍⲉⲗⲫⲁ	1
ⲧⲉⲥϩⲓⲙⲉ	ⲧⲉ|ⲥϩⲓⲙⲉ	1
ⲧⲉⲭⲁⲣⲓⲥ	ⲧⲉ|ⲭⲁⲣⲓⲥ	1
ⲛⲟϫⲟⲩ	ⲛⲟϫ|ⲟⲩ	1
ⲕⲟⲩⲱϣ	ⲕ|ⲟⲩⲱϣ	1
ϩⲓⲧⲟⲟⲧⲟⲩ	ϩⲓⲧⲟⲟⲧ|ⲟⲩ	1
ⲡⲉⲓⲣⲱⲙⲉ	ⲡⲉⲓ|ⲣⲱⲙⲉ	1
ⲙⲛⲛⲟⲃⲉ	ⲙⲛ|ⲛⲟⲃⲉ	1
ⲥⲟⲩⲧⲱⲛⲥ	ⲥⲟⲩⲧⲱⲛ|ⲥ	1
ⲛⲁⲛⲟⲩⲥ	ⲛⲁⲛⲟⲩ|ⲥ	1
ⲉϭⲟⲡⲧ	ⲉ|ϭⲟⲡⲧ	1
ⲛⲉⲩⲅⲉⲛⲏⲥ	ⲛ|ⲉⲩⲅⲉⲛⲏⲥ	1
ⲛⲙⲥⲓⲙⲱⲛ	ⲛⲙ|ⲥⲓⲙⲱⲛ	1
ⲙⲁⲩⲁⲧⲧⲏⲩⲧⲛ	ⲙⲁⲩⲁⲧ|ⲧⲏⲩⲧⲛ	1
ⲛϭⲓⲟⲩⲉⲓ	ⲛϭⲓ|ⲟⲩⲉⲓ	1
ⲛϭⲓⲟⲩⲟⲛ	ⲛϭⲓ|ⲟⲩⲟⲛ	1
ⲉⲣⲉⲓⲏⲥⲟⲩⲥ	ⲉⲣⲉ|ⲓⲏⲥⲟⲩⲥ	1
ⲡⲉϩⲙⲟⲙ	ⲡⲉ|ϩⲙⲟⲙ	1
ⲙⲙⲛⲧⲥⲟϭ	ⲙ|ⲙⲛⲧⲥⲟϭ	1
ⲡⲉϩⲟⲟⲩ	ⲡⲉ|ϩⲟⲟⲩ	1
ϩⲓϩⲏ	ϩⲓ|ϩⲏ	1
ϩⲛ̅ⲑ	ϩⲛ|ⲧ	1
ⲛϩⲙϩⲁⲗ	ⲛ|ϩⲙϩⲁⲗ	1
ⲥⲉⲱϭⲧ	ⲥⲉ|ⲱϭⲧ	1
