norm_group	norm	count
ⲉⲛⲟⲩⲟⲟⲧⲉ	ⲉ|ⲛ|ⲟⲩⲟⲟⲧⲉ	1
ϩⲛⲟⲩⲙⲩⲥⲧⲏⲣⲓⲟⲛ	ϩⲛ|ⲟⲩ|ⲙⲩⲥⲧⲏⲣⲓⲟⲛ	1
ⲛⲧⲉⲧⲙⲡⲱⲣϫ	ⲛⲧⲉ|ⲧⲙ|ⲡⲱⲣϫ	1
ϫⲉϩⲉⲛⲁⲕⲁⲑⲁⲣⲧⲟⲥ	ϫⲉ|ϩⲉⲛ|ⲁⲕⲁⲑⲁⲣⲧⲟⲥ	1
ⲛⲕⲉⲡⲛⲉⲩⲙⲁ	ⲛ|ⲕⲉ|ⲡⲛⲉⲩⲙⲁ	1
ⲉⲛⲉⲧⲛϭⲟⲟⲙ	ⲉ|ⲛⲉⲧⲛ|ϭⲟⲟⲙ	1
ⲉⲙⲉⲣⲓⲧϥ	ⲉ|ⲙⲉⲣⲓⲧ|ϥ	1
ⲙⲡⲉⲥⲧⲉⲣⲉⲱⲙⲁ	ⲙ|ⲡⲉ|ⲥⲧⲉⲣⲉⲱⲙⲁ	1
ϫⲉⲥⲉⲁⲛⲁⲕⲣⲓⲛⲉ	ϫⲉ|ⲥⲉ|ⲁⲛⲁⲕⲣⲓⲛⲉ	1
ϩⲙⲡⲉⲩⲧⲱⲙ	ϩⲙ|ⲡⲉⲩ|ⲧⲱⲙ	1
ϩⲛⲛⲏⲓ	ϩⲛ|ⲛ|ⲏⲓ	1
ⲛⲥⲁⲧϩⲉ	ⲛⲥⲁ|ⲧ|ϩⲉ	1
ⲛⲟⲩⲭⲗⲁⲙⲩⲥ	ⲛ|ⲟⲩ|ⲭⲗⲁⲙⲩⲥ	1
ϩⲙⲡⲁⲣⲭⲱⲛ	ϩⲙ|ⲡ|ⲁⲣⲭⲱⲛ	1
ϩⲛⲛⲉⲭⲣⲉⲓⲥⲧⲓⲁⲛⲟⲥ	ϩⲛ|ⲛⲉ|ⲭⲣⲉⲓⲥⲧⲓⲁⲛⲟⲥ	1
ⲙⲛⲧⲙⲁⲁⲩ	ⲙⲛ|ⲧ|ⲙⲁⲁⲩ	1
ⲙⲛⲧⲙⲛⲧϩⲁⲣϣϩⲏⲧ	ⲙⲛ|ⲧ|ⲙⲛⲧϩⲁⲣϣϩⲏⲧ	1
ϫⲉⲡϣⲏⲣⲉ	ϫⲉ|ⲡ|ϣⲏⲣⲉ	1
ϩⲛⲛⲧⲟⲩⲓⲏ	ϩⲛ|ⲛ|ⲧⲟⲩⲓⲏ	1
ⲉⲡⲕⲟⲥⲙⲟⲥ	ⲉ|ⲡ|ⲕⲟⲥⲙⲟⲥ	1
ϩⲛⲟⲩⲙⲛⲧⲣⲙⲛⲧϩⲏⲧ	ϩⲛ|ⲟⲩ|ⲙⲛⲧⲣⲙⲛⲧϩⲏⲧ	1
ⲉⲛⲟⲩⲉϭⲣⲟ	ⲉ|ⲛ|ⲟⲩⲉϭⲣⲟ	1
ϩⲛⲛⲥⲁ	ϩⲛ|ⲛ|ⲥⲁ	1
ϩⲛⲛⲧⲟ	ϩⲛ|ⲛ|ⲧⲟ	1
ⲛⲧⲉⲧⲛϩⲉⲛⲉⲃⲟⲗ	ⲛⲧⲉⲧⲛ|ϩⲉⲛ|ⲉⲃⲟⲗ	1
ϩⲛⲧⲉⲕⲯⲩⲭⲏ	ϩⲛ|ⲧⲉⲕ|ⲯⲩⲭⲏ	1
ⲉⲛⲁⲁⲥ	ⲉ|ⲛⲁⲁ|ⲥ	1
ⲛϩⲉⲛⲕⲣⲟϥ	ⲛ|ϩⲉⲛ|ⲕⲣⲟϥ	1
ⲉⲛⲉⲡⲣⲟⲫⲏⲧⲏⲥ	ⲉ|ⲛⲉ|ⲡⲣⲟⲫⲏⲧⲏⲥ	1
ⲉⲧϥⲟ	ⲉⲧ|ϥ|ⲟ	1
ϫⲉⲛⲟⲃⲉⲛⲓⲙ	ϫⲉ|ⲛⲟⲃⲉ|ⲛⲓⲙ	1
ⲁϥϣⲱⲡⲉ	ⲁ|ϥ|ϣⲱⲡⲉ	1
ⲉⲡⲉⲕϣⲁϫⲉ	ⲉ|ⲡⲉⲕ|ϣⲁϫⲉ	1
ⲛⲛⲉⲕⲛⲟⲩⲧⲉ	ⲛ|ⲛⲉⲕ|ⲛⲟⲩⲧⲉ	1
ⲛⲉⲩⲛϩⲟⲉⲓⲛⲉ	ⲛⲉ|ⲩⲛ|ϩⲟⲉⲓⲛⲉ	1
ⲙⲛⲛϩⲁⲗⲁⲧⲉ	ⲙⲛ|ⲛ|ϩⲁⲗⲁⲧⲉ	1
ⲉⲧϯⲥⲃⲱ	ⲉⲧ|ϯ|ⲥⲃⲱ	1
ϩⲙⲡⲧⲟⲟⲩ	ϩⲙ|ⲡ|ⲧⲟⲟⲩ	1
ⲛⲟⲩⲡⲁϩⲣⲉ	ⲛ|ⲟⲩ|ⲡⲁϩⲣⲉ	1
ⲛⲧⲛⲧⲟⲟⲩ	ⲛ|ⲧⲛ|ⲧⲟⲟⲩ	1
ⲛⲉⲩϫⲓⲟⲩⲁ	ⲛⲉ|ⲩ|ϫⲓⲟⲩⲁ	1
ⲛϩⲉⲛⲉⲥⲟⲟⲩ	ⲛ|ϩⲉⲛ|ⲉⲥⲟⲟⲩ	1
ⲙⲡϥⲟⲩⲱϣ	ⲙⲡ|ϥ|ⲟⲩⲱϣ	1
ⲛⲟⲩϩⲛⲟ	ⲛ|ⲟⲩ|ϩⲛⲟ	1
ϫⲉⲛⲁϣ	ϫⲉ|ⲛ|ⲁϣ	1
ⲛⲛⲓⲁⲧⲛⲁ	ⲛ|ⲛⲓ|ⲁⲧⲛⲁ	1
ϩⲓⲡⲃⲁⲧⲟⲥ	ϩⲓ|ⲡ|ⲃⲁⲧⲟⲥ	1
ⲉⲛϯ	ⲉ|ⲛ|ϯ	1
ⲉⲛⲉϥϣⲏⲣⲉ	ⲉ|ⲛⲉϥ|ϣⲏⲣⲉ	1
ⲛⲟⲩϩⲣⲉ	ⲛ|ⲟⲩ|ϩⲣⲉ	1
ⲙⲡⲉϩⲟⲟⲩ	ⲙ|ⲡⲉ|ϩⲟⲟⲩ	1
ϫⲉⲛⲁϣ	ϫⲉ|ⲛⲁ|ϣ	1
ⲧⲉⲧⲙⲙⲁⲩ	ⲧ|ⲉⲧ|ⲙⲙⲁⲩ	1
ϣⲛϩⲧⲏⲕ	ϣⲛ|ϩⲧⲏ|ⲕ	1
ϫⲉⲧⲙⲛⲧⲥⲟϭ	ϫⲉ|ⲧ|ⲙⲛⲧⲥⲟϭ	1
ⲛⲅⲟⲩⲱⲙ	ⲛ|ⲅ|ⲟⲩⲱⲙ	1
ϩⲓϫⲛⲧⲗⲩⲭⲛⲓⲁ	ϩⲓϫⲛ|ⲧ|ⲗⲩⲭⲛⲓⲁ	1
ϩⲛⲟⲩϫⲓⲟⲩⲉ	ϩⲛ|ⲟⲩ|ϫⲓⲟⲩⲉ	1
ⲉⲛⲧϥ	ⲉ|ⲛⲧ|ϥ	1
ϩⲁϩⲉⲛⲕⲟⲩⲓ	ϩⲁ|ϩⲉⲛ|ⲕⲟⲩⲓ	1
ⲉϥⲓⲗⲁⲁⲩ	ⲉ|ϥⲓ|ⲗⲁⲁⲩ	1
ⲛⲉϥⲟⲩⲱϣ	ⲛⲉ|ϥ|ⲟⲩⲱϣ	1
ⲉⲛⲉϥϩⲟⲉⲓⲧⲉ	ⲉ|ⲛⲉϥ|ϩⲟⲉⲓⲧⲉ	1
ⲙⲡⲉⲛⲣⲟⲟⲩϣ	ⲙ|ⲡⲉⲛ|ⲣⲟⲟⲩϣ	1
ϣⲁⲡϩⲗⲗⲟ	ϣⲁ|ⲡ|ϩⲗⲗⲟ	1
ϩⲙⲡϣⲁϫⲉ	ϩⲙ|ⲡ|ϣⲁϫⲉ	1
ⲛⲟⲩⲗⲉⲗⲟⲩ	ⲛ|ⲟⲩ|ⲗⲉⲗⲟⲩ	1
ⲛⲧⲁⲙⲟⲟⲩ	ⲛ|ⲧⲁⲙⲟ|ⲟⲩ	1
ϩⲓϫⲛⲙⲙⲁ	ϩⲓϫⲛ|ⲙ|ⲙⲁ	1
ⲙⲡⲕⲉⲛⲧⲩⲣⲓⲱⲛ	ⲙ|ⲡ|ⲕⲉⲛⲧⲩⲣⲓⲱⲛ	1
ϩⲛⲛⲣⲱⲙⲉ	ϩⲛ|ⲛ|ⲣⲱⲙⲉ	1
ⲛϭⲓⲡⲉⲅⲣⲁⲙⲙⲁⲧⲉⲩⲥ	ⲛϭⲓ|ⲡⲉ|ⲅⲣⲁⲙⲙⲁⲧⲉⲩⲥ	1
ⲡⲕⲉⲥⲉⲉⲡⲉ	ⲡ|ⲕⲉ|ⲥⲉⲉⲡⲉ	1
ⲛⲧⲉⲩⲯⲩⲭⲏ	ⲛ|ⲧⲉⲩ|ⲯⲩⲭⲏ	1
ⲁⲩⲣⲁⲧⲛⲁϩⲧⲉ	ⲁ|ⲩ|ⲣⲁⲧⲛⲁϩⲧⲉ	1
ⲉⲩϣⲁⲛϥⲓ	ⲉⲩ|ϣⲁⲛ|ϥⲓ	1
ⲉⲟⲩⲉⲗⲁⲭⲓⲥⲧⲟⲛ	ⲉ|ⲟⲩ|ⲉⲗⲁⲭⲓⲥⲧⲟⲛ	1
ⲛⲉⲧⲛⲕⲟⲧⲕ	ⲛ|ⲉⲧ|ⲛⲕⲟⲧⲕ	1
ⲛⲛⲣⲉϥϫⲓⲛϭⲟⲛⲥ	ⲛ|ⲛ|ⲣⲉϥϫⲓⲛϭⲟⲛⲥ	1
ⲛⲧⲉⲣⲟⲩϣⲟϫⲧ	ⲛⲧⲉⲣ|ⲟⲩ|ϣⲟϫⲧ	1
ϥⲛⲁϫⲉⲩ	ϥ|ⲛⲁ|ϫⲉⲩ	1
ⲙⲛⲧϩⲓⲉⲣⲟⲥⲟⲗⲩⲙⲁ	ⲙⲛ|ⲧ|ϩⲓⲉⲣⲟⲥⲟⲗⲩⲙⲁ	1
ⲁⲧⲉⲧⲛϩⲱⲣⲡ	ⲁ|ⲧⲉⲧⲛ|ϩⲱⲣⲡ	1
ⲁⲧϩⲟⲧⲉ	ⲁ|ⲧ|ϩⲟⲧⲉ	1
ⲙⲡⲉⲧⲛϩⲱⲃ	ⲙ|ⲡⲉⲧⲛ|ϩⲱⲃ	1
ⲁⲩⲥⲟⲃⲧⲉ	ⲁ|ⲩ|ⲥⲟⲃⲧⲉ	1
ⲙⲡϫⲱⲱⲣ	ⲙ|ⲡ|ϫⲱⲱⲣ	1
ϫⲉϫⲓⲛⲧⲉⲛⲟⲩ	ϫⲉ|ϫⲓⲛ|ⲧⲉⲛⲟⲩ	1
ⲉⲓⲙⲉ	ⲉ|ⲓ|ⲙⲉ	1
ⲉⲩⲡⲏⲧ	ⲉ|ⲩ|ⲡⲏⲧ	1
ϩⲛⲛⲉⲩⲧⲟⲡⲟⲥ	ϩⲛ|ⲛⲉⲩ|ⲧⲟⲡⲟⲥ	1
ⲉⲓⲣⲉ	ⲉ|ⲓ|ⲣⲉ	1
ⲉⲧⲉϥϯⲡⲉ	ⲉ|ⲧⲉϥ|ϯⲡⲉ	1
ⲡⲉⲧⲡⲱⲣϫ	ⲡ|ⲉⲧ|ⲡⲱⲣϫ	1
ϩⲓⲧⲙⲡⲕⲱϩⲧ	ϩⲓⲧⲙ|ⲡ|ⲕⲱϩⲧ	1
ⲛⲉⲧⲙⲟⲟϣⲉ	ⲛ|ⲉⲧ|ⲙⲟⲟϣⲉ	1
ⲙⲡϥϣⲓⲛⲉ	ⲙⲡ|ϥ|ϣⲓⲛⲉ	1
ⲟⲩϫⲁⲓⲉⲡⲉ	ⲟⲩ|ϫⲁⲓⲉ|ⲡⲉ	1
ϫⲉϯϯ	ϫⲉ|ϯ|ϯ	1
ⲛⲛⲛⲟⲃⲉ	ⲛ|ⲛ|ⲛⲟⲃⲉ	1
ⲉⲧⲉⲙⲛⲃⲁⲗ	ⲉⲧⲉ|ⲙⲛ|ⲃⲁⲗ	1
ⲉⲧϩⲁⲉⲟⲟⲩ	ⲉⲧ|ϩⲁ|ⲉⲟⲟⲩ	1
ⲉⲑⲁⲉⲓⲧ	ⲉ|ⲑ|ⲁⲉⲓⲧ	1
ⲙⲛⲛⲉⲧⲛⲏⲣⲡ	ⲙⲛ|ⲛⲉⲧⲛ|ⲏⲣⲡ	1
ⲉⲩⲧϭⲁⲓⲏⲩ	ⲉ|ⲩ|ⲧϭⲁⲓⲏⲩ	1
ⲙⲡⲉϥⲟⲩⲱϣ	ⲙ|ⲡⲉϥ|ⲟⲩⲱϣ	1
ⲛⲧⲡⲏⲅⲏ	ⲛ|ⲧ|ⲡⲏⲅⲏ	1
ⲉϣϫⲉⲟⲩⲛⲟⲩⲁ	ⲉϣϫⲉ|ⲟⲩⲛ|ⲟⲩⲁ	1
ϫⲉⲉⲕⲉⲉⲓⲣⲉ	ϫⲉ|ⲉⲕⲉ|ⲉⲓⲣⲉ	1
ⲙⲡⲉϥϣⲏⲣⲉ	ⲙ|ⲡⲉϥ|ϣⲏⲣⲉ	1
ⲛⲧⲃⲟⲏⲑⲓⲁ	ⲛ|ⲧ|ⲃⲟⲏⲑⲓⲁ	1
ⲙⲛⲡⲉⲕϣⲓⲡⲉ	ⲙⲛ|ⲡⲉⲕ|ϣⲓⲡⲉ	1
ⲙⲙⲛⲧϥⲕⲱ	ⲙⲙⲛⲧ|ϥ|ⲕⲱ	1
ⲉⲩⲃⲟⲟⲛⲉ	ⲉ|ⲩ|ⲃⲟⲟⲛⲉ	1
ⲉⲛⲁϩⲟⲉⲓⲧⲉ	ⲉ|ⲛⲁ|ϩⲟⲉⲓⲧⲉ	1
ϩⲉⲛⲕⲉϩⲛⲁⲁⲩ	ϩⲉⲛ|ⲕⲉ|ϩⲛⲁⲁⲩ	1
ⲛⲉⲩϣⲏϣ	ⲛⲉ|ⲩ|ϣⲏϣ	1
ⲉⲧⲉⲙⲡⲉⲟⲩⲟⲛ	ⲉⲧⲉ|ⲙⲡⲉ|ⲟⲩⲟⲛ	1
ⲙⲡⲟⲩⲡⲓⲥⲧⲉⲩⲉ	ⲙⲡ|ⲟⲩ|ⲡⲓⲥⲧⲉⲩⲉ	1
ⲛⲉϥⲉⲡⲓⲧⲓⲙⲁ	ⲛⲉ|ϥ|ⲉⲡⲓⲧⲓⲙⲁ	1
ⲉⲧⲛⲁϩⲉ	ⲉⲧ|ⲛⲁ|ϩⲉ	1
ⲙⲛⲛⲉϥⲥⲱⲛⲉ	ⲙⲛ|ⲛⲉϥ|ⲥⲱⲛⲉ	1
ϫⲉⲛⲛⲉⲟⲩⲁ	ϫⲉ|ⲛⲛⲉ|ⲟⲩⲁ	1
ⲉϩⲉⲛⲛⲩⲕⲧⲉⲣⲓⲥ	ⲉ|ϩⲉⲛ|ⲛⲩⲕⲧⲉⲣⲓⲥ	1
ⲉⲧⲣⲉϩⲉⲛϣⲏⲣⲉ	ⲉ|ⲧⲣⲉ|ϩⲉⲛ|ϣⲏⲣⲉ	7
ⲉⲧⲣⲉⲩϣⲱⲡⲉ	ⲉ|ⲧⲣⲉ|ⲩ|ϣⲱⲡⲉ	6
ⲁϥϫⲟⲟⲥ	ⲁ|ϥ|ϫⲟⲟ|ⲥ	6
ⲁϥϫⲛⲟⲩϥ	ⲁ|ϥ|ϫⲛⲟⲩ|ϥ	5
ⲁⲩⲟⲩⲁϩⲟⲩ	ⲁ|ⲩ|ⲟⲩⲁϩ|ⲟⲩ	4
ⲁϥⲡⲁϩⲧϥ	ⲁ|ϥ|ⲡⲁϩⲧ|ϥ	3
ⲉⲁⲩϣⲱⲡⲉ	ⲉ|ⲁ|ⲩ|ϣⲱⲡⲉ	3
ⲛⲧⲁⲓⲉⲓ	ⲛⲧ|ⲁ|ⲓ|ⲉⲓ	3
ⲙⲛⲛⲉⲧⲟⲩⲁⲁⲃ	ⲙⲛ|ⲛ|ⲉⲧ|ⲟⲩⲁⲁⲃ	3
ⲁϥⲟⲩⲉϩⲥⲁϩⲛⲉ	ⲁ|ϥ|ⲟⲩⲉϩ|ⲥⲁϩⲛⲉ	3
ⲁⲩⲕⲁⲁϥ	ⲁ|ⲩ|ⲕⲁⲁ|ϥ	3
ⲙⲡⲉⲧⲥⲏϭ	ⲙ|ⲡ|ⲉⲧ|ⲥⲏϭ	3
ⲁϥⲧⲁⲁϥ	ⲁ|ϥ|ⲧⲁⲁ|ϥ	3
ⲁϥϫⲟⲟⲥ	ⲁ|ϥ|ϫⲟⲟ|ⲥ	3
ϩⲛⲟⲩϯⲧⲱⲛ	ϩⲛ|ⲟⲩ|ϯ|ⲧⲱⲛ	3
ⲁⲩⲙⲟⲟⲩⲧϥ	ⲁ|ⲩ|ⲙⲟⲟⲩⲧ|ϥ	3
ⲉϣⲁⲩⲥⲱⲧⲙ	ⲉ|ϣⲁ|ⲩ|ⲥⲱⲧⲙ	3
ϫⲉϯϩⲧⲏⲧⲛ	ϫⲉ|ϯ|ϩⲧⲏ|ⲧⲛ	3
ⲁⲩⲥⲉⲡⲥⲱⲡϥ	ⲁ|ⲩ|ⲥⲉⲡⲥⲱⲡ|ϥ	3
ⲉⲧϩⲙⲡⲙⲁ	ⲉⲧ|ϩⲙ|ⲡ|ⲙⲁ	3
ⲛⲧⲁⲡϫⲟⲉⲓⲥ	ⲛⲧ|ⲁ|ⲡ|ϫⲟⲉⲓⲥ	3
ⲁⲩϫⲟⲟⲥ	ⲁ|ⲩ|ϫⲟⲟ|ⲥ	3
ⲛⲧⲁϥⲧⲁⲙⲓⲟ	ⲛⲧ|ⲁ|ϥ|ⲧⲁⲙⲓⲟ	2
ⲛⲛⲁϩⲙϩⲁⲗ	ⲛ|ⲛ|ⲁ|ϩⲙϩⲁⲗ	2
ⲧⲙⲧⲣⲉϥⲧⲱⲱⲃⲉ	ⲧⲙ|ⲧⲣⲉ|ϥ|ⲧⲱⲱⲃⲉ	2
ⲉⲧⲙⲣⲛⲟⲃⲉ	ⲉ|ⲧⲙ|ⲣ|ⲛⲟⲃⲉ	2
ⲁϥⲟⲩⲁϩϥ	ⲁ|ϥ|ⲟⲩⲁϩ|ϥ	2
ⲁⲥⲡⲁϩⲧⲥ	ⲁ|ⲥ|ⲡⲁϩⲧ|ⲥ	2
ϫⲉⲁϥⲣⲟⲩⲱ	ϫⲉ|ⲁ|ϥ|ⲣⲟⲩⲱ	2
ⲛⲧⲉⲣⲟⲩⲣϩⲛⲁⲩ	ⲛⲧⲉⲣ|ⲟⲩ|ⲣ|ϩⲛⲁⲩ	2
ⲉⲓⲛⲁⲙⲟⲩⲧⲉ	ⲉ|ⲓ|ⲛⲁ|ⲙⲟⲩⲧⲉ	2
ⲉⲁⲩⲥⲧⲁⲩⲣⲟⲩ	ⲉ|ⲁ|ⲩ|ⲥⲧⲁⲩⲣⲟⲩ	2
ⲛⲥⲉⲛⲟϫⲟⲩ	ⲛ|ⲥⲉ|ⲛⲟϫ|ⲟⲩ	2
ϫⲉⲛⲛⲉⲡⲛⲟⲩⲧⲉ	ϫⲉ|ⲛⲛⲉ|ⲡ|ⲛⲟⲩⲧⲉ	2
ⲉⲛⲧⲁⲡⲉⲛⲉⲓⲱⲧ	ⲉⲛⲧ|ⲁ|ⲡⲉⲛ|ⲉⲓⲱⲧ	2
ⲛⲧⲁⲩⲥⲧⲁⲩⲣⲟⲩ	ⲛⲧ|ⲁ|ⲩ|ⲥⲧⲁⲩⲣⲟⲩ	2
ⲛⲧⲁⲩϫⲱⲕ	ⲛⲧ|ⲁ|ⲩ|ϫⲱⲕ	2
ⲉϥⲉϯϣⲓⲡⲉ	ⲉ|ϥ|ⲉ|ϯϣⲓⲡⲉ	2
ϯⲛⲁⲧⲁⲁϥ	ϯ|ⲛⲁ|ⲧⲁⲁ|ϥ	2
ϯϫⲱⲙⲙⲟⲥ	ϯ|ϫⲱ|ⲙⲙⲟ|ⲥ	2
ⲛⲧⲁϥϫⲱϩ	ⲛⲧ|ⲁ|ϥ|ϫⲱϩ	2
ⲁϥⲥⲉⲡⲥⲱⲡϥ	ⲁ|ϥ|ⲥⲉⲡⲥⲱⲡ|ϥ	2
ⲉⲧⲉⲛⲉⲧⲙⲟⲟϣⲉ	ⲉⲧⲉ|ⲛ|ⲉⲧ|ⲙⲟⲟϣⲉ	2
ⲛⲧⲉⲣⲟⲩⲕⲁⲁϥ	ⲛⲧⲉⲣ|ⲟⲩ|ⲕⲁⲁ|ϥ	2
ⲛⲉⲧⲛⲁⲉⲡⲓⲑⲩⲙⲉⲓ	ⲛ|ⲉⲧ|ⲛⲁ|ⲉⲡⲓⲑⲩⲙⲉⲓ	2
ϩⲛⲛⲉⲧⲙⲟⲟⲩⲧ	ϩⲛ|ⲛ|ⲉⲧ|ⲙⲟⲟⲩⲧ	2
ⲉⲧⲉⲧⲛϣⲁⲛⲛⲁⲩ	ⲉ|ⲧⲉⲧⲛ|ϣⲁⲛ|ⲛⲁⲩ	2
ⲁⲩϫⲓⲧϥ	ⲁ|ⲩ|ϫⲓⲧ|ϥ	2
ⲙⲡⲣⲧⲣⲉⲛⲁⲡⲟⲧⲁⲥⲥⲉ	ⲙⲡⲣ|ⲧⲣⲉ|ⲛ|ⲁⲡⲟⲧⲁⲥⲥⲉ	2
ⲛⲛⲉⲧϩⲓⲃⲟⲗ	ⲛ|ⲛ|ⲉⲧ|ϩⲓⲃⲟⲗ	2
ⲛⲧⲁϥϣⲱⲡⲉ	ⲛⲧ|ⲁ|ϥ|ϣⲱⲡⲉ	2
ⲁϥⲕⲁⲁϥ	ⲁ|ϥ|ⲕⲁⲁ|ϥ	2
ⲁⲓⲧⲁⲙⲱⲧⲛ	ⲁ|ⲓ|ⲧⲁⲙⲱ|ⲧⲛ	2
ⲁⲓⲥⲉⲧⲡⲧⲏⲩⲧⲛ	ⲁ|ⲓ|ⲥⲉⲧⲡ|ⲧⲏⲩⲧⲛ	2
ⲉⲧϥⲛⲁⲃⲱⲕ	ⲉⲧ|ϥ|ⲛⲁ|ⲃⲱⲕ	2
ⲁⲩϫⲛⲟⲩϥ	ⲁ|ⲩ|ϫⲛⲟⲩ|ϥ	2
ϫⲉⲁⲧⲉⲧⲛⲕⲱ	ϫⲉ|ⲁ|ⲧⲉⲧⲛ|ⲕⲱ	2
ⲁⲩⲛⲟϫⲟⲩ	ⲁ|ⲩ|ⲛⲟϫ|ⲟⲩ	2
ⲡⲉⲧⲉⲣⲉⲡⲉϥϩⲱⲃ	ⲡ|ⲉⲧⲉⲣⲉ|ⲡⲉϥ|ϩⲱⲃ	2
ⲉⲛⲧⲁⲡⲛⲟⲩⲧⲉ	ⲉⲛⲧ|ⲁ|ⲡ|ⲛⲟⲩⲧⲉ	2
ⲛⲧⲁⲩϣⲱⲡⲉ	ⲛⲧ|ⲁ|ⲩ|ϣⲱⲡⲉ	2
ⲛⲧⲁⲡⲛⲟⲩⲧⲉ	ⲛⲧ|ⲁ|ⲡ|ⲛⲟⲩⲧⲉ	2
ϫⲉⲙⲡϩⲙϩⲁⲗ	ϫⲉ|ⲙ|ⲡ|ϩⲙϩⲁⲗ	2
ⲧⲙⲧⲣⲉⲛϥⲓ	ⲧⲙ|ⲧⲣⲉ|ⲛ|ϥⲓ	2
ⲁϥϫⲟⲟⲩϥ	ⲁ|ϥ|ϫⲟⲟⲩ|ϥ	2
ⲛⲧⲉⲣⲉϥϣⲣⲡⲉⲓⲙⲉ	ⲛⲧⲉⲣⲉ|ϥ|ϣⲣⲡ|ⲉⲓⲙⲉ	2
ⲙⲛⲛⲉⲧⲛⲏϫ	ⲙⲛ|ⲛ|ⲉⲧ|ⲛⲏϫ	2
ⲛⲛⲉⲧⲙⲟⲕϩ	ⲛ|ⲛ|ⲉⲧ|ⲙⲟⲕϩ	2
ⲁⲥϫⲟⲟⲥ	ⲁ|ⲥ|ϫⲟⲟ|ⲥ	2
ⲉⲙⲡⲉϣⲗⲁⲁⲩ	ⲉ|ⲙⲡⲉ|ϣ|ⲗⲁⲁⲩ	2
ⲉⲛⲉⲙⲡⲉⲡⲟⲩϩⲏⲧ	ⲉⲛⲉ|ⲙⲡⲉ|ⲡⲟⲩ|ϩⲏⲧ	2
ⲙⲡⲣⲧⲣⲉⲛϣⲱⲡⲉ	ⲙⲡⲣ|ⲧⲣⲉ|ⲛ|ϣⲱⲡⲉ	2
ⲉⲧⲣⲉⲩϫⲱⲕ	ⲉ|ⲧⲣⲉ|ⲩ|ϫⲱⲕ	2
ⲉⲧϩⲛⲙⲡⲏⲩⲉ	ⲉⲧ|ϩⲛ|ⲙ|ⲡⲏⲩⲉ	2
ⲁⲧⲉⲧⲛⲥⲟⲧⲡⲧ	ⲁ|ⲧⲉⲧⲛ|ⲥⲟⲧⲡ|ⲧ	2
ϫⲉⲛⲉⲛⲉⲓⲟⲧⲉ	ϫⲉ|ⲛⲉ|ⲛ|ⲉⲓⲟⲧⲉ	2
ⲁϥϫⲟⲟⲥ	ⲁ|ϥ|ϫⲟⲟ|ⲥ	2
ⲁⲩϫⲓϣⲟϫⲛⲉ	ⲁ|ⲩ|ϫⲓ|ϣⲟϫⲛⲉ	2
ϩⲛⲛⲉⲧⲉⲛⲟⲩϥ	ϩⲛ|ⲛ|ⲉⲧⲉ|ⲛⲟⲩϥ	2
ⲛⲉⲩⲛⲟⲩⲣⲱⲙⲉ	ⲛⲉ|ⲩⲛ|ⲟⲩ|ⲣⲱⲙⲉ	2
ⲉϥⲛⲁⲃⲱⲕ	ⲉ|ϥ|ⲛⲁ|ⲃⲱⲕ	2
ⲁϥⲧⲱⲟⲩⲛϥ	ⲁ|ϥ|ⲧⲱⲟⲩⲛ|ϥ	2
ϯⲛⲁⲧⲁⲙⲱⲧⲛ	ϯ|ⲛⲁ|ⲧⲁⲙⲱ|ⲧⲛ	2
ⲛⲛⲉⲧⲙⲟⲩⲟⲩⲧ	ⲛ|ⲛ|ⲉⲧ|ⲙⲟⲩⲟⲩⲧ	2
ⲁⲩϫⲟⲟⲥ	ⲁ|ⲩ|ϫⲟⲟ|ⲥ	2
ⲛⲛⲉⲧϩⲓϩⲟⲩⲛ	ⲛ|ⲛ|ⲉⲧ|ϩⲓϩⲟⲩⲛ	2
ⲉϣⲁⲧⲉⲧⲛⲡⲱⲧ	ⲉ|ϣⲁ|ⲧⲉⲧⲛ|ⲡⲱⲧ	1
ⲡⲉⲧϩⲓⲧⲟⲩⲱⲕ	ⲡ|ⲉⲧ|ϩⲓⲧⲟⲩⲱ|ⲕ	1
ⲉⲩϯⲧⲱⲛ	ⲉ|ⲩ|ϯ|ⲧⲱⲛ	1
ⲁⲩⲕⲁⲣⲱⲟⲩ	ⲁ|ⲩ|ⲕⲁⲣⲱ|ⲟⲩ	1
ⲛⲛⲉⲧⲛⲁⲙⲟⲩⲟⲩⲧ	ⲛ|ⲛⲉⲧ|ⲛⲁ|ⲙⲟⲩⲟⲩⲧ	1
ⲉϫⲛⲛⲉⲧⲡⲏⲧ	ⲉϫⲛ|ⲛ|ⲉⲧ|ⲡⲏⲧ	1
ⲛⲛⲉⲧⲟⲩϯ	ⲛ|ⲛ|ⲉⲧ|ⲟⲩϯ	1
ⲁⲩϭⲉⲗⲡⲧⲟⲩⲉϩⲥⲟⲓ	ⲁ|ⲩ|ϭⲉⲗⲡ|ⲧⲟⲩⲉϩⲥⲟⲓ	1
ⲛⲧⲁⲩⲥϩⲁⲓ	ⲛⲧ|ⲁ|ⲩ|ⲥϩⲁⲓ	1
ⲙⲁⲣⲛϯⲥⲃⲱ	ⲙⲁⲣ|ⲛ|ϯ|ⲥⲃⲱ	1
